Date,Returns,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-02-05,-2.96,0.01,1.74,-0.11,0.19,0.0,0.67,0.13,0.0,0.4,0.0,-0.7,0.34,0.64,0.62,9.58,1.09,1.36,0.01,-1.57,0.88,4.49,-2.67,1.71,-1.25
2016-02-06,-11.9,0.62,-0.77,0.0,-0.89,0.18,1.55,-1.99,0.0,1.05,0.0,-0.18,2.17,0.43,-0.6,-1.32,0.95,-1.32,-0.11,-0.01,-0.6,0.8,-1.06,0.13,-0.61
2016-02-07,0.72,-5.8,0.42,-0.82,0.21,-3.4,-2.3,-1.24,1.63,0.09,-0.08,0.76,0.0,0.38,0.0,0.27,-0.02,0.0,-2.76,0.06,0.91,0.82,-0.65,1.93,0.0
2016-02-08,-4.56,-0.03,-1.28,0.0,0.0,0.98,0.23,0.0,0.01,-1.99,0.0,1.73,0.26,1.0,0.0,1.05,-1.06,-0.23,-0.93,-0.8,0.45,-2.08,1.77,-0.03,0.9
2016-02-09,2.53,-0.42,1.51,-0.5,-0.05,-0.47,0.0,0.0,0.0,1.76,0.0,-0.37,0.0,0.0,-0.01,-2.11,0.27,-0.49,0.42,0.14,-2.64,-1.12,1.27,-1.28,-0.29
2016-02-10,6.07,0.16,1.12,0.05,0.0,0.0,-0.31,-0.66,-0.18,0.14,0.75,1.44,-0.42,1.13,1.52,-0.53,-1.19,-0.43,-0.25,0.01,-0.32,0.1,-0.26,0.01,-0.47
2016-02-11,-3.98,0.28,0.66,0.0,0.0,0.63,0.04,1.32,1.25,1.67,-0.91,-0.42,0.11,-0.42,5.07,0.6,-3.03,0.53,-2.99,1.65,-0.04,0.53,0.32,0.03,0.56
2016-02-12,7.76,-0.63,0.7,-0.15,0.0,-0.17,0.0,-1.63,-0.12,-0.25,-0.25,-0.01,0.01,0.0,0.62,-0.33,-1.23,0.1,-0.49,-1.4,-0.62,-0.38,0.82,0.5,0.44
2016-02-13,2.66,0.96,-0.01,0.01,0.0,-0.01,0.01,0.0,2.91,0.67,0.0,0.0,0.0,3.51,-1.25,-1.47,-0.11,0.52,0.0,-0.34,-0.13,0.66,0.57,1.47,0.4
2016-02-14,19.67,0.59,0.0,-0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,-0.01,0.01
2016-02-15,-7.91,9.37,0.0,2.42,0.4,-0.25,-1.56,0.65,1.43,3.17,-0.78,0.0,1.63,-2.23,-4.43,5.65,0.0,-0.54,0.0,-0.19,-0.25,-1.78,0.0,5.79,1.0
2016-02-16,8.45,-0.77,-0.11,-0.16,0.24,1.56,-0.79,0.0,0.88,-2.53,0.0,-4.14,1.23,0.0,0.0,2.79,-3.16,-0.5,0.79,0.52,-1.24,-3.92,0.96,0.6,0.93
2016-02-17,9.18,1.45,0.04,-0.01,0.05,0.01,-2.51,0.0,2.36,0.0,0.0,0.42,0.0,0.0,2.63,1.35,2.0,0.46,0.86,-0.54,0.12,-0.91,-0.77,1.39,-0.88
2016-02-18,6.31,0.0,0.5,-0.17,0.0,0.52,0.0,2.43,2.71,3.41,0.3,-1.13,-0.39,-0.11,3.72,1.02,-0.94,0.28,-0.71,1.82,-0.87,0.85,-1.0,0.56,-2.86
2016-02-19,-3.17,-0.33,1.59,2.04,0.0,0.0,-1.65,1.66,-0.47,0.0,0.48,0.0,-0.63,3.28,-6.84,3.02,-1.89,0.0,1.35,0.0,0.7,1.53,0.5,1.05,0.16
2016-02-20,21.71,-0.8,0.0,-0.37,0.0,0.0,0.0,-3.0,-1.68,2.76,-0.15,0.0,1.04,1.02,0.36,0.06,-0.46,-1.03,-0.9,-0.52,-0.02,0.41,0.32,0.01,0.32
2016-02-21,-1.47,1.31,0.68,-0.62,-0.05,0.67,0.68,-0.16,3.22,0.01,2.4,2.28,0.86,1.69,-0.24,-2.43,-0.04,4.16,4.09,3.91,-1.62,0.19,-1.8,1.27,-1.39
2016-02-22,-2.83,-1.63,0.6,1.65,0.72,-0.88,0.14,0.34,3.41,3.72,-0.35,1.62,0.0,-18.98,2.14,-4.65,2.14,6.1,-0.95,-0.52,-0.1,6.11,0.0,0.0,0.72
2016-02-23,-17.68,-3.17,-1.82,-1.8,3.0,0.89,-0.28,-3.38,2.04,2.14,-0.9,-1.07,0.23,1.43,2.73,-0.57,-0.72,0.75,-0.51,0.01,0.0,0.26,-2.53,-0.28,-0.05
2016-02-24,2.55,1.23,0.6,-0.19,0.0,-2.33,0.0,-4.21,1.0,-16.44,4.78,0.74,0.56,-1.5,1.01,0.23,0.0,-3.48,-3.73,1.0,-0.26,2.54,1.0,-0.18,0.0
2016-02-25,2.66,3.18,0.58,-2.78,-0.89,0.0,-5.86,-0.2,1.81,-0.01,0.4,0.0,0.0,2.79,2.56,1.64,-0.01,-0.13,1.0,-0.35,0.49,-0.28,0.28,-0.17,0.17
2016-02-26,3.52,2.0,-1.6,1.14,-4.03,-0.49,-2.48,0.66,3.23,0.33,-0.92,0.96,-1.26,1.19,-1.36,1.3,0.37,-0.66,-0.01,-0.16,1.57,-0.62,0.79,0.24,0.41
2016-02-27,3.97,-2.34,-1.09,0.0,-0.15,0.0,2.36,1.16,0.46,-0.01,0.42,0.01,0.58,-0.49,0.5,-1.01,0.0,-1.52,1.2,-0.2,0.0,-0.01,3.11,0.56,2.85
2016-02-28,0.12,2.36,-0.73,1.99,-0.4,0.0,-0.01,-0.36,-0.01,0.18,-3.13,-0.04,0.0,0.0,1.61,-0.28,-0.8,0.36,0.12,1.54,-1.95,0.07,-0.04,0.99,0.02
2016-02-29,5.46,-7.71,-2.59,1.12,0.75,-0.12,0.0,0.0,0.81,0.49,0.0,-0.22,0.0,0.41,1.05,7.9,-0.05,0.0,0.02,-0.04,0.01,0.04,0.0,-1.75,-0.13
2016-03-01,-4.73,-0.42,0.95,1.37,0.64,1.98,1.6,-0.54,-0.22,0.0,-0.36,3.53,-5.23,-0.33,1.79,1.97,-2.04,0.94,0.1,-0.65,-0.19,0.0,-0.69,1.84,0.54
2016-03-02,-8.35,0.93,-1.58,0.0,-2.53,-0.57,-0.06,0.0,-5.96,1.53,2.84,1.42,-0.08,0.0,-0.39,-0.13,-1.86,-0.29,-0.42,0.69,-0.07,-1.24,1.61,-0.43,1.78
2016-03-03,-4.73,-0.83,-0.66,0.75,0.0,-0.01,-0.63,-0.89,0.35,-0.01,-0.34,-0.51,-0.38,-3.03,0.1,1.29,0.36,0.03,-0.57,0.09,0.01,0.45,-0.41,-5.6,-1.7
2016-03-04,-10.37,-2.49,1.05,1.71,-2.71,-0.82,-3.77,1.69,3.06,0.36,0.51,0.43,-1.31,1.08,0.39,-1.02,-0.12,-1.18,0.99,-0.53,-1.88,-0.15,2.8,0.0,0.03
2016-03-05,-15.37,0.1,0.99,-0.03,-0.62,-0.02,-1.76,1.11,0.83,-1.04,-2.51,-1.11,0.0,1.8,0.8,-1.58,1.24,-0.68,-0.5,-1.14,-0.69,-1.62,-1.92,-2.46,-0.4
2016-03-06,9.94,-3.73,-1.15,0.92,1.06,0.33,-0.17,-2.31,0.51,-1.5,-0.5,0.01,0.04,-1.74,0.13,-9.8,-16.1,5.99,15.52,-0.08,-1.19,1.4,0.0,2.07,-3.78
2016-03-07,9.72,-4.09,-1.15,-2.08,-7.9,8.5,2.35,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,10.65,-1.66,1.88,-0.24,0.81,-0.4,-0.11,0.0,-1.95
2016-03-08,-1.07,-2.23,-0.01,0.79,1.36,0.64,-0.01,0.0,1.17,-0.01,0.0,0.0,2.06,2.59,0.01,-1.35,0.02,1.38,0.93,0.85,0.72,0.12,0.25,1.25,0.01
2016-03-09,-1.3,-0.9,0.05,1.28,1.01,0.0,-0.14,-0.18,-1.17,-0.36,-2.44,0.76,0.08,0.38,-2.41,1.01,0.73,1.14,0.4,-0.21,0.01,0.0,0.05,0.96,0.0
2016-03-10,3.89,-2.39,-0.18,-0.09,0.87,-0.01,-1.41,0.05,-0.16,-0.15,0.45,1.31,0.0,0.0,0.44,-0.16,1.42,0.42,0.27,-0.18,-2.59,0.0,-0.38,0.9,0.48
2016-03-11,4.25,0.01,0.0,0.0,0.0,-0.54,-0.26,-0.14,0.0,0.0,0.38,0.0,-0.08,0.81,0.25,2.44,-0.06,0.0,0.0,0.08,0.0,0.01,0.78,0.0,0.03
2016-03-12,-9.21,0.0,0.33,-0.01,-0.08,0.0,4.05,-0.01,-0.11,0.0,1.06,0.4,-0.83,-0.23,0.0,-0.09,0.14,0.52,0.1,0.0,0.02,-0.82,-0.29,0.07,0.01
2016-03-13,1.46,0.12,1.11,-1.06,-1.5,-2.18,-0.97,0.0,0.0,-0.8,-1.4,0.28,0.0,0.0,0.0,-1.4,-1.88,-0.39,3.64,-5.31,2.51,0.0,0.2,-0.38,0.05
2016-03-14,2.81,0.0,-0.05,-0.2,-0.07,-0.01,0.01,0.02,0.0,0.0,-0.01,1.16,0.21,1.9,0.0,-0.87,-1.08,0.0,0.56,0.0,0.0,0.0,0.04,0.0,-0.01
2016-03-15,2.01,-0.01,-0.01,0.0,1.81,0.0,0.0,0.01,0.0,-0.49,-0.31,0.0,0.0,0.99,0.39,0.47,-0.21,-0.28,-0.19,0.0,0.12,0.03,0.0,0.11,0.42
2016-03-16,0.0,0.2,0.76,-0.37,0.37,1.1,-0.1,0.0,0.0,0.0,0.0,-0.1,-0.25,0.07,0.0,-1.28,-0.07,0.24,0.41,0.01,0.91,-0.01,0.01,0.06,0.01
2016-03-17,2.95,0.0,0.0,0.0,-0.59,0.0,0.01,-0.01,0.01,0.0,-0.65,0.66,0.0,0.07,-0.79,0.65,-0.36,0.0,0.08,0.18,0.2,0.0,0.11,0.43,0.0
2016-03-18,-11.36,0.1,0.0,0.89,0.0,0.15,0.0,0.85,-0.01,0.01,-0.01,0.0,0.0,0.01,0.14,0.71,-0.07,0.08,0.1,0.0,0.0,0.0,0.0,0.01,-0.01
2016-03-19,2.29,-0.78,0.0,-0.16,0.0,-0.24,-0.27,-0.8,0.0,0.0,0.0,0.0,0.0,-0.89,0.0,-3.29,-3.52,-0.2,-0.43,-0.67,-4.23,2.99,-0.06,0.79,0.45
2016-03-20,1.11,-0.24,0.24,0.19,0.34,-1.08,-0.24,0.0,0.59,1.43,0.04,-0.52,0.18,-0.94,0.08,0.09,-0.09,-2.05,0.45,-0.26,-0.01,0.0,0.01,0.54,3.51
2016-03-21,0.41,0.07,0.03,0.0,-0.01,0.01,-0.01,0.01,0.0,0.0,0.0,-0.01,0.0,0.01,0.0,0.0,0.0,-0.01,0.74,0.0,0.26,0.0,0.0,0.0,0.0
2016-03-22,5.43,0.0,0.0,-2.3,0.0,-0.03,0.0,0.0,0.06,0.0,0.11,0.21,0.0,0.81,-0.25,0.01,0.86,-0.26,-0.16,0.42,0.5,0.01,0.01,0.4,0.01
2016-03-23,0.18,0.0,0.0,2.94,0.01,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,-0.38,0.0,-0.13,-0.01,0.01,-0.01,0.5,0.01,-0.16,0.0
2016-03-24,-1.46,0.14,0.0,0.01,0.01,-0.01,0.01,0.0,0.0,0.0,0.0,0.0,-0.12,0.08,0.04,0.02,0.05,0.19,0.35,0.15,0.11,0.13,0.15,0.4,-1.53
2016-03-25,0.56,0.15,-0.15,-0.16,0.0,0.0,-0.71,0.52,-1.23,-0.13,-1.38,0.34,-0.08,0.43,1.91,0.04,-0.36,0.42,-0.2,0.0,-0.26,-0.3,0.0,-0.31,0.0
2016-03-26,0.81,-2.75,0.39,1.2,0.0,0.14,0.11,0.0,1.45,-0.48,0.0,0.36,0.01,0.21,-0.11,0.0,0.33,0.38,-0.07,-0.01,-0.21,-0.56,0.05,0.0,0.34
2016-03-27,7.55,0.12,0.45,0.02,-0.02,-0.01,0.0,0.01,0.0,0.01,0.0,-0.11,0.01,-0.01,0.0,0.0,0.01,0.0,0.0,-0.01,0.0,0.12,0.0,0.0,0.0
2016-03-28,-2.31,0.05,-0.02,-0.29,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.05,-0.01,7.25,2.74,-0.01,-0.39,-0.23,-0.44,-0.57,-0.63,-0.07
2016-03-29,-7.91,-0.21,-0.87,-0.01,-0.42,0.74,0.19,0.04,-0.23,-0.54,0.62,-0.21,0.0,-1.26,0.21,-0.01,0.01,-0.21,0.17,0.0,0.0,-0.39,-0.01,0.01,0.13
2016-03-30,-0.55,0.01,1.08,0.5,0.0,0.0,-1.23,-0.5,0.0,0.0,-1.78,-0.12,-5.05,-2.94,0.8,0.09,-1.22,0.84,0.21,-0.23,0.44,0.3,0.41,0.49,0.13
2016-03-31,2.66,0.0,0.0,0.0,0.0,0.09,0.0,-1.95,-1.99,1.03,0.27,0.0,0.0,0.39,-2.66,0.76,1.68,0.0,0.0,0.78,0.73,0.39,-0.19,-0.01,0.01
2016-04-01,0.12,0.27,1.01,0.0,0.0,0.0,0.0,0.01,0.52,0.0,-0.2,0.0,0.0,0.38,-0.53,0.39,0.06,0.37,0.11,0.51,-0.01,0.0,0.33,0.0,-0.57
2016-04-02,3.52,-0.36,0.17,0.26,0.0,0.19,0.01,-0.01,-0.87,0.05,-0.54,0.0,0.39,0.38,-0.03,0.34,0.05,0.02,-0.41,0.08,0.12,0.28,0.01,-0.01,0.01
2016-04-03,-0.55,3.22,1.4,-0.01,-0.85,-0.03,0.0,-0.1,0.0,0.0,0.0,-0.13,0.0,0.0,0.01,0.0,0.0,0.0,0.0,-0.01,0.01,0.0,0.0,-0.01,0.01
2016-04-04,0.54,0.0,0.0,-0.01,0.0,0.01,-0.11,-0.79,-0.11,-0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.0,0.0,-0.01,0.01,0.0,0.0,0.44
2016-04-05,2.49,0.01,-0.01,0.01,0.0,-0.01,0.0,0.0,0.24,-0.18,0.01,-1.77,0.27,-0.12,0.1,0.36,1.25,0.0,0.0,0.02,0.36,-0.24,0.07,0.18,0.0
2016-04-06,0.34,0.0,0.0,0.0,2.84,0.46,0.01,0.14,-1.45,0.0,-0.06,0.0,-0.11,0.18,0.0,0.33,0.16,0.02,0.28,-0.52,-0.17,-0.07,-0.05,0.01,0.49
2016-04-07,-0.23,0.01,0.0,0.0,-0.01,0.0,0.01,0.0,0.13,-0.14,0.0,-0.17,-0.01,0.0,0.39,0.3,-0.52,0.37,-0.02,0.12,0.06,-0.26,0.26,0.16,-0.76
2016-04-08,-4.2,-0.01,-0.01,-0.08,0.0,-2.65,0.45,0.98,0.0,0.23,0.17,0.11,0.0,-0.21,0.48,0.01,0.44,0.13,0.31,-0.44,0.0,0.17,0.11,0.04,-0.09
2016-04-09,-1.72,0.02,0.0,0.0,0.0,0.42,0.0,0.0,1.01,0.0,-0.01,0.0,0.01,0.0,0.0,-0.63,0.82,-1.55,-0.52,-1.49,-3.44,0.43,-0.27,1.07,-0.54
2016-04-10,4.06,-2.46,-1.33,0.0,0.48,1.23,-0.02,-0.36,0.0,0.32,0.0,0.0,1.32,0.0,0.25,-0.14,0.0,0.28,0.02,0.0,-0.01,0.0,-0.78,0.0,0.32
2016-04-11,2.5,0.13,0.0,0.0,0.0,-0.01,0.0,0.0,0.01,-0.05,0.0,3.47,0.11,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.0,-0.01,0.0
2016-04-12,3.2,0.0,-0.01,0.0,0.0,0.01,0.03,0.01,-0.05,-1.15,-0.05,0.0,0.0,1.25,0.39,0.62,0.13,-0.01,0.08,0.01,0.3,0.52,0.18,0.24,0.0
2016-04-13,-1.9,1.05,0.01,0.0,0.7,0.01,0.97,-0.54,-0.04,-0.09,-0.32,0.3,0.01,-0.08,0.93,0.49,-0.43,0.04,-0.12,0.32,-0.14,-0.09,0.0,0.21,0.01
2016-04-14,0.43,0.11,0.13,0.02,0.0,-0.06,-0.62,-1.68,0.32,0.0,0.0,0.0,0.0,-0.97,0.24,1.41,0.21,-0.25,0.2,-0.22,-0.47,-0.96,0.7,-0.02,0.01
2016-04-15,4.57,0.0,0.13,0.13,0.5,-1.06,0.0,-0.1,0.0,0.0,0.0,0.01,0.28,-0.01,0.02,0.27,0.29,0.0,-0.01,-0.2,0.03,0.14,0.01,0.0,0.01
2016-04-16,0.46,0.01,0.0,0.02,0.96,0.59,-0.67,-0.82,0.01,0.0,0.54,0.0,2.1,1.12,0.0,-0.01,0.88,-0.84,-0.02,0.28,0.4,0.0,0.01,0.0,0.0
2016-04-17,-3.79,0.0,-0.01,0.01,-0.01,0.01,0.41,1.14,1.41,-1.05,0.3,0.27,-0.01,-2.11,0.01,0.0,0.19,-0.17,0.0,-0.01,0.01,0.0,0.14,-0.07,0.0
2016-04-18,1.79,0.0,0.09,0.0,0.01,-0.21,-0.17,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,-0.14,0.06,-0.1,-0.52,-1.85,0.0,0.0,0.0,-0.8,0.0
2016-04-19,7.01,0.07,0.49,0.0,1.14,0.63,0.09,0.08,-0.02,0.0,0.01,-0.01,0.01,-0.01,-1.03,0.13,0.02,-0.01,-0.3,-0.01,0.03,0.09,0.38,-0.01,0.0
2016-04-20,8.54,0.01,0.0,0.0,-0.01,0.01,0.0,0.0,-0.01,0.0,0.0,0.01,0.0,0.0,-0.01,0.01,0.0,0.36,0.09,0.06,0.96,1.03,0.49,0.01,4.0
2016-04-21,7.46,0.11,0.09,-0.01,0.29,0.07,0.0,0.19,0.25,0.0,0.0,-0.01,0.0,0.01,0.0,1.13,3.38,0.62,1.52,-0.62,-0.04,1.02,-0.01,2.01,-1.45
2016-04-22,-3.21,-0.71,1.16,-0.01,0.0,0.01,0.0,-1.14,0.16,0.01,0.01,0.0,0.0,-1.17,0.43,0.11,1.29,0.69,3.33,0.28,0.49,2.1,-0.58,1.0,0.0
2016-04-23,4.21,0.02,-1.01,-1.69,-1.97,0.29,-0.37,0.0,-0.91,0.61,2.89,0.0,-0.98,0.57,-1.62,-0.14,0.47,0.89,-0.4,1.34,0.56,-0.98,-0.67,0.0,-0.11
2016-04-24,9.05,2.19,-1.65,0.01,-0.01,0.0,0.01,-0.01,0.0,-0.05,0.0,-1.05,0.0,2.76,1.43,0.0,-0.6,-1.14,0.03,0.21,-0.96,-0.46,1.49,2.01,-0.01
2016-04-25,4.85,1.0,3.81,-1.48,0.0,0.0,-1.32,0.01,-0.01,2.84,-1.17,-1.66,0.0,0.0,0.0,-4.04,1.63,0.0,0.0,0.0,11.13,-0.25,-1.92,-0.07,1.49
2016-04-26,2.54,-0.46,-1.56,-1.07,0.24,0.29,1.75,-1.76,-0.37,1.06,0.46,-3.56,-2.01,1.74,1.14,1.93,-0.8,1.69,3.2,-1.57,0.01,3.66,1.13,-1.57,-2.06
2016-04-27,-20.0,0.01,0.93,0.27,0.5,-0.96,0.01,1.36,0.0,0.48,0.0,-0.47,-0.43,-1.18,1.92,0.12,0.99,0.0,1.1,-1.98,3.74,-0.8,-0.1,-0.56,0.01
2016-04-28,0.55,0.0,-0.01,0.01,-0.01,0.11,0.16,-0.01,0.66,-0.93,-1.42,0.0,0.0,-12.74,2.29,-0.47,0.18,0.02,-0.19,-0.15,-0.68,-0.15,-6.37,-1.71,-2.9
2016-04-29,6.92,-7.82,4.53,1.58,-0.2,-0.69,0.01,0.0,2.53,0.0,-0.07,-0.89,2.13,1.75,0.08,-1.2,2.12,0.09,-1.06,0.05,1.31,0.09,0.02,0.08,0.41
2016-04-30,-5.61,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.14,-0.01,0.0,0.01,0.0,0.51,0.64,0.01,1.42,1.2,0.36,1.82,1.19,0.26,-0.25,0.0,0.78
2016-05-01,2.36,-0.01,-0.2,-0.03,-0.71,0.0,0.0,-0.01,-1.93,0.0,0.0,0.62,0.31,-1.75,0.79,0.38,-0.01,-2.02,-1.51,-2.46,0.8,2.32,-0.75,0.08,-0.39
2016-05-02,-6.3,-1.94,0.78,0.0,0.0,0.44,0.14,0.63,-0.04,0.0,0.13,3.03,-1.29,0.0,0.0,1.44,-0.39,-0.1,-0.68,-1.31,1.18,0.0,0.52,0.42,0.02
2016-05-03,5.63,0.53,-0.53,-0.13,0.23,0.0,0.0,0.0,-0.69,-6.0,0.0,-1.57,-0.65,0.42,1.05,-3.85,1.43,0.62,-0.14,-0.67,0.47,2.73,0.86,-0.54,-0.89
2016-05-04,-3.99,0.06,-2.32,0.0,0.0,1.29,0.0,-0.01,0.01,0.16,0.0,3.27,0.04,0.0,0.15,-0.51,-0.49,0.08,-0.24,1.54,1.0,2.01,-0.5,0.48,0.01
2016-05-05,0.99,0.0,0.0,0.0,0.0,-0.01,0.01,-0.27,0.01,-0.12,-2.92,-0.39,-0.8,-0.01,0.81,1.19,-0.5,-0.36,-0.05,-0.24,-0.34,-0.2,0.2,0.0,0.0
2016-05-06,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29,-0.7,0.04,0.94,0.01,-0.33,0.33,0.0,0.0,0.99,0.0,0.0,0.0,0.0
2016-05-07,-1.7,0.0,-0.54,0.01,0.0,-0.03,-0.15,2.11,0.0,0.0,1.03,-0.32,-0.39,0.04,1.24,1.0,1.0,0.0,2.12,0.22,0.13,3.54,0.04,1.04,0.28
2016-05-08,-1.66,-0.73,-0.13,0.0,-1.14,-0.51,-0.01,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,-0.01,0.0,0.01,0.0,2.62,-2.21,0.05,0.0,-0.06,-0.01
2016-05-09,2.98,-1.6,0.43,0.0,0.0,0.4,0.0,0.0,0.0,-0.13,0.0,-1.09,0.0,-0.01,-0.71,0.0,1.12,-0.12,0.01,0.0,0.0,0.06,0.0,0.0,0.0
2016-05-10,-9.23,0.0,0.0,0.0,0.0,0.0,-1.15,-0.03,0.0,0.0,-0.01,0.01,0.0,1.4,1.25,1.53,0.99,1.29,0.14,0.0,-1.43,0.0,-0.52,-0.49,0.0
2016-05-11,0.23,0.0,2.0,0.0,0.0,-1.21,-0.19,-0.01,0.01,-0.15,-2.43,-9.74,1.32,1.22,1.71,-0.05,0.0,1.29,0.36,-0.04,0.0,0.0,-0.52,-0.8,-2.0
2016-05-12,2.01,-0.01,0.46,0.01,0.0,0.0,0.03,0.77,0.01,0.0,0.0,0.0,0.81,0.01,0.0,0.0,0.15,0.0,-0.02,-0.93,0.0,-0.37,-0.5,0.0,0.31
2016-05-13,3.47,0.0,0.51,0.0,0.0,0.0,-2.98,-0.7,0.0,0.0,0.0,0.5,0.0,0.96,0.7,2.28,0.07,-2.48,0.97,-0.01,0.48,-0.36,1.18,0.39,0.0
2016-05-14,-0.79,1.0,0.84,-0.04,0.0,0.0,0.0,-1.03,-0.51,0.0,-0.01,0.01,1.35,-0.4,0.3,-0.1,1.0,0.9,0.19,0.31,-0.22,0.0,-0.1,-0.02,0.0
2016-05-15,1.32,0.0,0.02,0.0,0.0,-0.01,0.0,0.01,0.0,0.0,0.0,-3.47,1.19,-0.02,0.0,0.72,0.21,0.87,-0.56,0.56,0.01,-0.01,-0.24,0.0,0.0
2016-05-16,-3.56,0.0,0.15,0.0,-0.15,0.14,-0.01,0.01,0.0,-0.09,-0.43,0.29,0.0,0.23,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.56,0.31,0.13,0.0
2016-05-17,0.26,0.0,0.0,0.0,0.0,-0.11,-1.0,-0.01,-0.02,0.0,0.0,-0.01,0.01,0.0,0.0,0.37,0.77,-0.01,-0.23,-0.27,-4.93,0.53,0.32,0.22,0.81
2016-05-18,0.32,-0.44,0.0,-0.01,0.01,0.0,0.64,-0.32,-0.32,-0.01,-0.54,0.09,0.0,0.35,0.01,0.42,-0.21,1.16,0.0,0.15,-0.74,0.09,0.27,-0.34,0.0
2016-05-19,-12.0,0.0,-0.26,0.48,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.36,-0.21,0.01,0.86,-0.27,0.19,-0.01,-0.11,0.17,-0.22,0.0,-1.44
2016-05-20,-0.02,0.18,-0.02,0.0,0.0,0.0,0.08,0.0,0.0,-0.18,-5.6,0.23,0.07,-1.2,0.86,0.68,-0.34,-0.72,-0.1,-0.1,-3.1,-0.82,-1.69,0.51,-3.0
2016-05-21,0.42,-1.8,1.43,0.01,0.0,-0.01,0.01,1.25,1.34,-0.05,0.0,0.0,-0.05,0.95,0.54,0.0,-0.63,-0.06,0.0,-0.01,-0.17,0.0,0.05,0.18,0.0
2016-05-22,-5.67,0.0,0.47,0.0,0.0,0.0,0.0,-1.03,-0.34,0.0,0.0,0.0,0.0,0.1,1.24,0.01,-0.01,-0.26,-0.21,-0.14,0.09,0.29,0.21,0.0,-0.2
2016-05-23,6.12,-0.17,-0.25,-1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,-1.12,-0.62,-1.85,-1.08,0.19,0.67,0.51,0.06,-0.34
2016-05-24,2.01,0.0,-0.01,-0.2,1.26,0.37,0.19,0.57,0.0,0.41,0.11,0.0,0.3,0.42,0.01,0.78,0.56,0.44,0.37,-0.06,0.02,-0.21,0.03,0.18,0.88
2016-05-25,4.03,-1.0,0.0,0.01,0.33,0.54,0.12,0.0,0.0,0.0,-0.01,0.01,1.0,0.0,0.0,1.0,-0.06,0.06,0.79,0.05,-0.2,-0.33,0.04,-0.47,-0.14
2016-05-26,4.37,0.13,1.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.34,-0.22,0.6,0.01,-1.37,0.0,1.05,-0.01,0.2,0.13,1.0,-0.82,0.61,0.2
2016-05-27,22.72,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,2.81,-0.1,0.16,1.12,0.0,-0.57,0.17,0.32,-0.04,-0.14,0.57,-0.03,0.02
2016-05-28,49.88,0.0,8.32,9.11,0.0,0.01,6.12,0.3,1.85,-7.28,0.0,1.08,0.89,1.42,0.62,0.07,-2.83,0.94,1.49,-1.1,-0.49,-1.06,1.54,1.7,0.0
2016-05-29,-7.58,-0.34,0.35,6.12,8.71,7.78,-1.61,8.78,-10.05,-0.22,2.23,1.81,-3.57,-0.38,0.2,1.18,-0.57,-0.75,-0.87,0.95,-0.74,22.73,-2.03,9.9,0.0
2016-05-30,13.37,-4.7,4.96,-2.84,-8.51,-1.2,7.51,-1.86,1.13,-1.64,-0.91,1.17,3.82,0.49,2.47,-6.49,0.0,0.0,4.99,20.01,4.36,-11.39,-11.51,-5.49,-4.34
2016-05-31,-2.04,5.62,1.21,6.13,-1.61,3.16,-3.56,-1.35,0.0,4.98,2.02,4.74,0.0,-0.85,-3.18,0.13,-1.82,0.0,8.64,-3.06,-1.37,-5.49,1.69,0.0,-2.05
2016-06-01,9.37,-0.61,0.0,0.0,0.0,6.92,-1.03,3.55,0.07,4.05,0.07,1.21,-2.51,0.01,-1.77,-6.42,-7.64,4.15,2.78,-0.56,-10.86,0.13,4.29,6.64,-2.14
2016-06-02,-0.21,1.75,-2.71,-1.89,-1.23,2.85,0.0,3.23,0.61,0.01,-2.53,1.13,2.9,6.83,3.09,-3.28,-5.68,-1.33,0.89,-0.04,-1.19,0.05,1.73,-0.2,2.87
2016-06-03,30.24,-2.87,0.21,0.0,0.63,2.18,0.01,0.04,-0.42,-2.68,0.0,1.54,-1.16,-2.6,0.14,0.89,1.58,1.6,-0.21,-0.3,-2.37,2.28,0.45,0.25,1.91
